date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:05:56	6758/6758	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:48%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=5&codigo=5&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto928a.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:56	6568/6568	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:49%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=6&codigo=6&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto8da3.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:57	18677/18677	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:49%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto28e5.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:57	9779/9779	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:49%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto2637.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:57	12261/12261	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:50%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=9&codigo=9&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto9c17.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:58	9185/9185	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:50%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=10&codigo=10&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto8b10.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:58	9793/9793	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:50%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=11&codigo=11&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto476b.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:58	9529/9529	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:50%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=12&codigo=12&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto0c30.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:59	8469/8469	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=13&codigo=13&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto2cf8.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:59	8792/8792	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconceptobbdb.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:59	10439/10439	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=15&codigo=15&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto07ca.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:05:59	11422/11422	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=16&codigo=16&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto39ca.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:00	8720/8720	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=17&codigo=17&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconcepto0e98.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:00	8618/8618	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=18&codigo=18&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconceptoc721.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:00	8145/8145	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:53%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=19&codigo=19&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconceptod9b8.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:01	9509/9509	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:53%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=20&codigo=20&inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/detalleconceptodedb.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:01	6902/6902	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:53%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=20	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/index28fa.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:01	7189/7189	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:53%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=40	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/index1e61.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:01	7486/7486	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:54%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=60	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/indexd6cc.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:02	6050/6050	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:54%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=80	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/index20ff.html	(from https://www.tutorialesprogramacionya.com/angularya/)
20:06:02	13034/13034	---M--	200	added ('OK')	image/jpeg	etag:%2232ea-59ea33d87682a%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto001.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto001.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
20:06:03	16262/16262	---M--	200	added ('OK')	image/jpeg	etag:%223f86-59ea33d862c30%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto001c.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto001c.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
20:06:03	12139/12139	---M--	200	added ('OK')	image/jpeg	etag:%222f6b-5d29951a9f2c3%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto002.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto002.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
20:06:03	9820/9820	---M--	200	added ('OK')	image/jpeg	etag:%22265c-59ea33d84c0bf%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto003.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto003.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
20:06:04	6995/6995	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2019:05:56%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=0	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/index2904.html	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
20:06:04	52824/52824	---M--	200	added ('OK')	image/jpeg	etag:%22ce58-59ea33d858798%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto004.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto004.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:04	8489/8489	---M--	200	added ('OK')	image/jpeg	etag:%222129-59ea33d83ca1f%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto005.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto005.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:04	55362/55362	---M--	200	added ('OK')	image/jpeg	etag:%22d842-59ea33d8306ef%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto006.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto006.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:05	95126/95126	---M--	200	added ('OK')	image/jpeg	etag:%2217396-59ea33d82c045%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto007.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto007.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:05	19118/19118	---M--	200	added ('OK')	image/jpeg	etag:%224aae-59ea33d80c036%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto008b.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto008b.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:05	17618/17618	---M--	200	added ('OK')	image/jpeg	etag:%2244d2-59ea33d814bfa%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto008.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto008.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
20:06:06	16966/16966	---M--	200	added ('OK')	image/jpeg	etag:%224246-59ea33d7fdfd7%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto009.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto009.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:06	18661/18661	---M--	200	added ('OK')	image/jpeg	etag:%2248e5-59ea33d7f1db4%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto010.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto010.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:06	12449/12449	---M--	200	added ('OK')	image/jpeg	etag:%2230a1-59ea33d7e705b%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto011.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto011.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:06	12183/12183	---M--	200	added ('OK')	image/jpeg	etag:%222f97-59ea33d7da35e%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto012.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto012.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:07	8248/8248	---M--	200	added ('OK')	image/jpeg	etag:%222038-59ea33d7d3c7e%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto013.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto013.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:07	14351/14351	---M--	200	added ('OK')	image/jpeg	etag:%22380f-59ea33d7c6e29%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto014.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto014.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
20:06:07	15461/15461	---M--	200	added ('OK')	image/jpeg	etag:%223c65-59ea33d7c066e%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto015.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto015.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=4&codigo=4&inicio=0)
20:06:08	14951/14951	---M--	200	added ('OK')	image/jpeg	etag:%223a67-59ea33d7b3b62%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto016.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto016.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=5&codigo=5&inicio=0)
20:06:08	10964/10964	---M--	200	added ('OK')	image/jpeg	etag:%222ad4-59ea33d7a9164%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto017.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto017.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=6&codigo=6&inicio=0)
20:06:08	6179/6179	---M--	200	added ('OK')	image/jpeg	etag:%221823-59ea33d79c6f7%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto018.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto018.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
20:06:09	13286/13286	---M--	200	added ('OK')	image/jpeg	etag:%2233e6-59ea33d796018%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto019.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto019.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
20:06:09	41496/41496	---M--	200	added ('OK')	image/jpeg	etag:%22a218-5d29951a8ceb9%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto021.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto021.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
20:06:09	8070/8070	---M--	200	added ('OK')	image/jpeg	etag:%221f86-59ea33d789559%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto020.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto020.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
20:06:10	8090/8090	---M--	200	added ('OK')	image/jpeg	etag:%221f9a-59ea33d776647%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto022.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto022.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
20:06:10	29970/29970	---M--	200	added ('OK')	image/jpeg	etag:%227512-59ea33d76aea0%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto023.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto023.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
20:06:10	16617/16617	---M--	200	added ('OK')	image/jpeg	etag:%2240e9-59ea33d7636b2%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto024.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto024.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
20:06:10	12976/12976	---M--	200	added ('OK')	image/jpeg	etag:%2232b0-59ea33d75384b%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto025.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto025.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
20:06:11	17275/17275	---M--	200	added ('OK')	image/jpeg	etag:%22437b-59ea33d74c719%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto026.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto026.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=9&codigo=9&inicio=0)
20:06:11	18435/18435	---M--	200	added ('OK')	image/jpeg	etag:%224803-59ea33d740433%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto027.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto027.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=10&codigo=10&inicio=0)
20:06:11	1838/1838	---M--	200	added ('OK')	image/jpeg	etag:%2272e-59ea33d735815%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto028.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto028.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=11&codigo=11&inicio=0)
20:06:12	11807/11807	---M--	200	added ('OK')	image/jpeg	etag:%222e1f-59ea33d725583%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto029.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto029.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=11&codigo=11&inicio=0)
20:06:12	16203/16203	---M--	200	added ('OK')	image/jpeg	etag:%223f4b-59ea33d722a25%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto030.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto030.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=12&codigo=12&inicio=0)
20:06:12	17644/17644	---M--	200	added ('OK')	image/jpeg	etag:%2244ec-59ea33d712422%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto031.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto031.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=13&codigo=13&inicio=0)
20:06:13	15591/15591	---M--	200	added ('OK')	image/jpeg	etag:%223ce7-59ea33d6e5a2d%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto035.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto035.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
20:06:13	16766/16766	---M--	200	added ('OK')	image/jpeg	etag:%22417e-59ea33d70b6f8%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto032.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto032.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
20:06:13	17224/17224	---M--	200	added ('OK')	image/jpeg	etag:%224348-59ea33d6f9a7c%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto033.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto033.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
20:06:14	10385/10385	---M--	200	added ('OK')	image/jpeg	etag:%222891-59ea33d6f46bf%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto034.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto034.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
20:06:14	13648/13648	---M--	200	added ('OK')	image/jpeg	etag:%223550-59ea33d6e4027%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto036.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto036.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=15&codigo=15&inicio=0)
20:06:14	46036/46036	---M--	200	added ('OK')	image/jpeg	etag:%22b3d4-5d29951a8c850%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto034b.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto034b.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=15&codigo=15&inicio=0)
20:06:15	9884/9884	---M--	200	added ('OK')	image/jpeg	etag:%22269c-59ea33d6d116a%22	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto037b.jpg	C:/My%20Web%20Sites/Tutoriales_Angular_Ya/www.tutorialesprogramacionya.com/angularya/imagentema/foto037b.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=16&codigo=16&inicio=0)
